,ngay,thaydoi,solenhmua,khoiluongdatmua,KLTB1lenhmua,solenhdatban,khoiluongdatban,KLTB1lenhban,chenhlechlenhmuavaban,symbol 
3,18/09/2017,6.7 (0.00 %)   ,4 ,"2,100 ",525  ,0 ,0 ,NaN  ,"2,100",CC4
4,15/09/2017,6.7 (-10.67 %)   ,4 ,"6,900 ","1,725  ",1 ,100 ,100  ,"6,800",CC4
5,14/09/2017,7.5 (-12.79 %)   ,3 ,"4,700 ","1,567  ",1 ,100 ,100  ,"4,600",CC4
6,13/09/2017,8.6 (-13.13 %)   ,3 ,"1,500 ",500  ,1 ,100 ,100  ,"1,400",CC4
7,12/09/2017,10 (-3.85 %)   ,3 ,"2,600 ",867  ,3 ,"1,100 ",367  ,"1,500",CC4
8,08/09/2017,10.4 (0.00 %)   ,1 ,"2,500 ","2,500  ",0 ,0 ,NaN  ,"2,500",CC4
9,07/09/2017,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,06/09/2017,10 (0.00 %)   ,2 ,"37,000 ","18,500  ",2 ,"17,000 ","8,500  ","20,000",CC4
11,05/09/2017,10 (0.00 %)   ,1 ,"4,700 ","4,700  ",1 ,"4,700 ","4,700  ",0,CC4
12,01/09/2017,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
13,31/08/2017,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
14,30/08/2017,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
15,29/08/2017,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
16,28/08/2017,10 (0.00 %)   ,1 ,"30,000 ","30,000  ",0 ,0 ,NaN  ,"30,000",CC4
17,25/08/2017,10 (0.00 %)   ,1 ,"20,000 ","20,000  ",0 ,0 ,NaN  ,"20,000",CC4
18,24/08/2017,10 (0.00 %)   ,1 ,"50,000 ","50,000  ",1 ,"40,000 ","40,000  ","10,000",CC4
19,23/08/2017,10 (0.00 %)   ,1 ,"50,000 ","50,000  ",0 ,0 ,NaN  ,"50,000",CC4
0,22/08/2017,10 (0.00 %)   ,1 ,"50,000 ","50,000  ",2 ,"20,500 ","10,250  ","29,500",CC4
1,21/08/2017,10 (0.00 %)   ,1 ,"5,000 ","5,000  ",1 ,500 ,500  ,"4,500",CC4
2,18/08/2017,10 (0.00 %)   ,3 ,"100,000 ","33,333  ",2 ,"20,500 ","10,250  ","79,500",CC4
3,17/08/2017,10 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
4,16/08/2017,10 (0.00 %)   ,2 ,"51,000 ","25,500  ",1 ,"30,000 ","30,000  ","21,000",CC4
5,15/08/2017,10 (-3.85 %)   ,4 ,"120,000 ","30,000  ",1 ,"50,000 ","50,000  ","70,000",CC4
6,14/08/2017,10.4 (0.00 %)   ,2 ,"10,000 ","5,000  ",0 ,0 ,NaN  ,"10,000",CC4
7,11/08/2017,10.4 (0.00 %)   ,2 ,"20,000 ","10,000  ",0 ,0 ,NaN  ,"20,000",CC4
8,10/08/2017,10.4 (0.00 %)   ,2 ,"20,000 ","10,000  ",0 ,0 ,NaN  ,"20,000",CC4
9,09/08/2017,10.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
10,08/08/2017,10.4 (0.00 %)   ,1 ,"10,000 ","10,000  ",0 ,0 ,NaN  ,"10,000",CC4
11,07/08/2017,10.4 (14.29 %)   ,2 ,"1,000 ",500  ,1 ,500 ,500  ,500,CC4
12,04/08/2017,9.1 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
13,03/08/2017,9.1 (0.00 %)   ,0 ,0 ,NaN  ,1 ,100 ,100  ,-100,CC4
14,02/08/2017,9.1 (0.00 %)   ,2 ,"20,000 ","10,000  ",0 ,0 ,NaN  ,"20,000",CC4
15,01/08/2017,9.1 (13.75 %)   ,3 ,"20,000 ","6,667  ",1 ,"9,300 ","9,300  ","10,700",CC4
16,31/07/2017,8 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,CC4
17,28/07/2017,8 (-20.00 %)   ,1 ,"1,000 ","1,000  ",1 ,"1,000 ","1,000  ",0,CC4
0,26/04/2022,42 (0.00 %)   ,2 ,600 ,300  ,5 ,900 ,180  ,-300,TDB
1,25/04/2022,42 (0.00 %)   ,2 ,200 ,100  ,4 ,800 ,200  ,-600,TDB
2,23/04/2022,0 (0.00 %)   ,9 ,"1,500 ",167  ,4 ,800 ,200  ,700,TDB
3,22/04/2022,42 (9.09 %)   ,6 ,"1,500 ",250  ,4 ,800 ,200  ,700,TDB
4,21/04/2022,38.5 (0.00 %)   ,1 ,100 ,100  ,2 ,200 ,100  ,-100,TDB
5,20/04/2022,38.5 (0.00 %)   ,4 ,400 ,100  ,2 ,200 ,100  ,200,TDB
6,19/04/2022,38.5 (0.00 %)   ,3 ,300 ,100  ,2 ,200 ,100  ,100,TDB
7,14/04/2022,38.5 (0.00 %)   ,5 ,700 ,140  ,2 ,200 ,100  ,500,TDB
8,13/04/2022,38.5 (0.00 %)   ,3 ,500 ,167  ,3 ,300 ,100  ,200,TDB
9,12/04/2022,38.5 (0.00 %)   ,8 ,"5,200 ",650  ,2 ,200 ,100  ,"5,000",TDB
10,08/04/2022,38.5 (0.00 %)   ,5 ,700 ,140  ,3 ,300 ,100  ,400,TDB
11,07/04/2022,38.5 (0.00 %)   ,7 ,"1,000 ",143  ,2 ,200 ,100  ,800,TDB
12,06/04/2022,38.5 (0.00 %)   ,7 ,"15,300 ","2,186  ",5 ,500 ,100  ,"14,800",TDB
13,05/04/2022,38.5 (0.00 %)   ,7 ,"1,300 ",186  ,3 ,300 ,100  ,"1,000",TDB
14,04/04/2022,38.5 (0.00 %)   ,7 ,"15,700 ","2,243  ",3 ,300 ,100  ,"15,400",TDB
15,01/04/2022,38.5 (0.00 %)   ,11 ,"2,300 ",209  ,3 ,300 ,100  ,"2,000",TDB
16,31/03/2022,38.5 (2.39 %)   ,9 ,"12,800 ","1,422  ",3 ,300 ,100  ,"12,500",TDB
17,30/03/2022,37.6 (0.00 %)   ,9 ,"16,000 ","1,778  ",3 ,100 ,33  ,"15,900",TDB
18,29/03/2022,37.6 (0.00 %)   ,11 ,"16,700 ","1,518  ",2 ,200 ,100  ,"16,500",TDB
19,28/03/2022,37.6 (3.30 %)   ,11 ,"1,900 ",173  ,2 ,200 ,100  ,"1,700",TDB
0,25/03/2022,36.4 (0.00 %)   ,12 ,"1,200 ",100  ,1 ,100 ,100  ,"1,100",TDB
1,24/03/2022,36.4 (0.00 %)   ,14 ,"2,200 ",157  ,2 ,200 ,100  ,"2,000",TDB
2,23/03/2022,36.4 (-14.15 %)   ,10 ,"4,100 ",410  ,4 ,"5,300 ","1,325  ","-1,200",TDB
3,22/03/2022,42.4 (0.00 %)   ,3 ,"2,200 ",733  ,3 ,"5,200 ","1,733  ","-3,000",TDB
4,21/03/2022,42.4 (0.00 %)   ,3 ,"2,500 ",833  ,3 ,300 ,100  ,"2,200",TDB
5,18/03/2022,42.4 (0.00 %)   ,4 ,"1,400 ",350  ,2 ,200 ,100  ,"1,200",TDB
6,17/03/2022,42.4 (0.00 %)   ,7 ,"5,300 ",757  ,4 ,"5,300 ","1,325  ",0,TDB
7,16/03/2022,42.4 (14.59 %)   ,5 ,"5,500 ","1,100  ",5 ,700 ,140  ,"4,800",TDB
8,15/03/2022,37 (0.00 %)   ,2 ,300 ,150  ,2 ,200 ,100  ,100,TDB
9,14/03/2022,37 (0.00 %)   ,3 ,400 ,133  ,2 ,200 ,100  ,200,TDB
10,11/03/2022,37 (0.00 %)   ,4 ,"20,800 ","5,200  ",2 ,200 ,100  ,"20,600",TDB
11,10/03/2022,37 (0.00 %)   ,7 ,"1,300 ",186  ,2 ,400 ,200  ,900,TDB
12,09/03/2022,37 (0.00 %)   ,7 ,"51,000 ","7,286  ",1 ,"5,000 ","5,000  ","46,000",TDB
13,08/03/2022,37 (0.00 %)   ,3 ,400 ,133  ,1 ,100 ,100  ,300,TDB
14,07/03/2022,37 (0.00 %)   ,7 ,800 ,114  ,1 ,100 ,100  ,700,TDB
15,04/03/2022,37 (2.78 %)   ,6 ,"1,300 ",217  ,2 ,200 ,100  ,"1,100",TDB
16,03/03/2022,36 (0.00 %)   ,4 ,600 ,150  ,2 ,200 ,100  ,400,TDB
17,02/03/2022,36 (0.00 %)   ,5 ,600 ,120  ,1 ,100 ,100  ,500,TDB
18,01/03/2022,36 (0.00 %)   ,10 ,"1,800 ",180  ,1 ,100 ,100  ,"1,700",TDB
19,28/02/2022,36 (-14.69 %)   ,14 ,"6,000 ",429  ,4 ,"5,500 ","1,375  ",500,TDB
0,25/02/2022,44.3 (-0.45 %)   ,9 ,"1,200 ",133  ,5 ,"2,200 ",440  ,"-1,000",TDB
1,24/02/2022,44.5 (0.00 %)   ,1 ,100 ,100  ,2 ,"5,100 ","2,550  ","-5,000",TDB
2,23/02/2022,44.5 (0.00 %)   ,2 ,200 ,100  ,2 ,200 ,100  ,0,TDB
3,22/02/2022,45 (0.00 %)   ,1 ,100 ,100  ,1 ,100 ,100  ,0,TDB
4,21/02/2022,45 (0.00 %)   ,2 ,"1,900 ",950  ,3 ,"1,200 ",400  ,700,TDB
5,18/02/2022,45 (0.00 %)   ,2 ,"4,000 ","2,000  ",2 ,"1,600 ",800  ,"2,400",TDB
6,17/02/2022,45 (0.00 %)   ,2 ,"1,100 ",550  ,2 ,"1,600 ",800  ,-500,TDB
7,16/02/2022,45 (0.00 %)   ,1 ,300 ,300  ,3 ,"1,700 ",567  ,"-1,400",TDB
8,15/02/2022,45 (0.00 %)   ,1 ,200 ,200  ,1 ,100 ,100  ,100,TDB
9,14/02/2022,45 (0.00 %)   ,1 ,200 ,200  ,2 ,200 ,100  ,0,TDB
10,11/02/2022,45 (0.00 %)   ,4 ,"1,300 ",325  ,3 ,"5,500 ","1,833  ","-4,200",TDB
11,10/02/2022,45 (0.00 %)   ,1 ,200 ,200  ,2 ,200 ,100  ,0,TDB
12,09/02/2022,45 (0.00 %)   ,0 ,0 ,NaN  ,3 ,"5,200 ","1,733  ","-5,200",TDB
13,08/02/2022,45 (0.00 %)   ,0 ,0 ,NaN  ,2 ,"1,400 ",700  ,"-1,400",TDB
14,07/02/2022,45 (0.00 %)   ,0 ,0 ,NaN  ,1 ,100 ,100  ,-100,TDB
15,28/01/2022,45 (0.00 %)   ,0 ,0 ,NaN  ,2 ,"3,300 ","1,650  ","-3,300",TDB
16,27/01/2022,45 (0.00 %)   ,0 ,0 ,NaN  ,2 ,"3,300 ","1,650  ","-3,300",TDB
17,26/01/2022,45 (0.00 %)   ,0 ,0 ,NaN  ,3 ,"5,500 ","1,833  ","-5,500",TDB
18,25/01/2022,45 (9.76 %)   ,1 ,400 ,400  ,3 ,800 ,267  ,-400,TDB
19,24/01/2022,41 (0.00 %)   ,2 ,100 ,50  ,3 ,"5,200 ","1,733  ","-5,100",TDB
0,21/01/2022,41 (0.00 %)   ,5 ,"2,800 ",560  ,3 ,"5,200 ","1,733  ","-2,400",TDB
1,20/01/2022,41 (0.00 %)   ,3 ,"1,500 ",500  ,4 ,"5,500 ","1,375  ","-4,000",TDB
2,19/01/2022,41 (0.00 %)   ,3 ,"2,800 ",933  ,3 ,"3,400 ","1,133  ",-600,TDB
3,18/01/2022,41 (0.00 %)   ,1 ,500 ,500  ,3 ,"8,300 ","2,767  ","-7,800",TDB
4,17/01/2022,41 (0.00 %)   ,1 ,0 ,0  ,2 ,"3,300 ","1,650  ","-3,300",TDB
5,14/01/2022,41 (0.00 %)   ,2 ,"4,600 ","2,300  ",3 ,"5,200 ","1,733  ",-600,TDB
6,13/01/2022,41 (0.00 %)   ,2 ,"5,100 ","2,550  ",2 ,500 ,250  ,"4,600",TDB
7,12/01/2022,41 (0.00 %)   ,1 ,"3,000 ","3,000  ",5 ,"6,000 ","1,200  ","-3,000",TDB
8,11/01/2022,41 (11.72 %)   ,6 ,"5,700 ",950  ,5 ,"6,100 ","1,220  ",-400,TDB
9,10/01/2022,36.7 (0.00 %)   ,3 ,"6,600 ","2,200  ",2 ,200 ,100  ,"6,400",TDB
10,07/01/2022,36.7 (-5.90 %)   ,9 ,"1,800 ",200  ,5 ,"5,700 ","1,140  ","-3,900",TDB
11,06/01/2022,39 (0.00 %)   ,1 ,100 ,100  ,2 ,"2,100 ","1,050  ","-2,000",TDB
12,05/01/2022,39 (0.00 %)   ,1 ,400 ,400  ,3 ,"7,100 ","2,367  ","-6,700",TDB
13,04/01/2022,39 (0.00 %)   ,3 ,400 ,133  ,3 ,"2,200 ",733  ,"-1,800",TDB
14,31/12/2021,39 (0.00 %)   ,6 ,"5,200 ",867  ,2 ,"2,100 ","1,050  ","3,100",TDB
15,30/12/2021,39 (0.00 %)   ,1 ,"1,000 ","1,000  ",2 ,200 ,100  ,800,TDB
16,29/12/2021,39 (-2.26 %)   ,8 ,"11,900 ","1,488  ",3 ,"2,800 ",933  ,"9,100",TDB
17,28/12/2021,39.9 (0.00 %)   ,2 ,"2,000 ","1,000  ",4 ,"7,700 ","1,925  ","-5,700",TDB
18,27/12/2021,39.9 (0.00 %)   ,1 ,"2,000 ","2,000  ",3 ,"2,200 ",733  ,-200,TDB
19,24/12/2021,39.9 (10.53 %)   ,4 ,"1,900 ",475  ,3 ,"3,400 ","1,133  ","-1,500",TDB
0,23/12/2021,36.1 (0.00 %)   ,4 ,"2,100 ",525  ,2 ,200 ,100  ,"1,900",TDB
1,22/12/2021,0 (0.00 %)   ,5 ,"15,500 ","3,100  ",2 ,"2,100 ","1,050  ","13,400",TDB
2,21/12/2021,38 (0.00 %)   ,3 ,"3,700 ","1,233  ",2 ,200 ,100  ,"3,500",TDB
3,20/12/2021,38 (0.00 %)   ,4 ,"9,000 ","2,250  ",2 ,500 ,250  ,"8,500",TDB
4,17/12/2021,38 (0.00 %)   ,3 ,"9,600 ","3,200  ",2 ,"5,100 ","2,550  ","4,500",TDB
5,16/12/2021,38 (0.00 %)   ,4 ,"12,600 ","3,150  ",2 ,600 ,300  ,"12,000",TDB
6,15/12/2021,38 (-13.64 %)   ,2 ,300 ,150  ,3 ,500 ,167  ,-200,TDB
7,14/12/2021,44 (0.00 %)   ,1 ,700 ,700  ,3 ,"5,800 ","1,933  ","-5,100",TDB
8,13/12/2021,44 (0.00 %)   ,0 ,0 ,NaN  ,3 ,"5,200 ","1,733  ","-5,200",TDB
9,10/12/2021,44 (0.00 %)   ,0 ,0 ,NaN  ,3 ,"5,400 ","1,800  ","-5,400",TDB
10,09/12/2021,44 (0.00 %)   ,1 ,"5,000 ","5,000  ",3 ,"5,800 ","1,933  ",-800,TDB
11,08/12/2021,44 (0.00 %)   ,1 ,"5,000 ","5,000  ",3 ,"5,300 ","1,767  ",-300,TDB
12,07/12/2021,44 (0.00 %)   ,1 ,"2,000 ","2,000  ",4 ,"5,300 ","1,325  ","-3,300",TDB
13,06/12/2021,44 (0.00 %)   ,1 ,100 ,100  ,3 ,"1,100 ",367  ,"-1,000",TDB
14,03/12/2021,44 (0.00 %)   ,3 ,"1,800 ",600  ,6 ,"10,500 ","1,750  ","-8,700",TDB
15,02/12/2021,44 (0.00 %)   ,3 ,"1,400 ",467  ,4 ,"3,000 ",750  ,"-1,600",TDB
16,01/12/2021,44 (0.00 %)   ,2 ,700 ,350  ,4 ,"7,900 ","1,975  ","-7,200",TDB
17,30/11/2021,44 (0.00 %)   ,1 ,100 ,100  ,5 ,"10,100 ","2,020  ","-10,000",TDB
18,29/11/2021,44 (0.00 %)   ,1 ,100 ,100  ,7 ,"8,300 ","1,186  ","-8,200",TDB
19,26/11/2021,44 (13.99 %)   ,5 ,"5,558 ","1,112  ",5 ,"7,490 ","1,498  ","-1,932",TDB
0,25/11/2021,40 (13.31 %)   ,8 ,"10,100 ","1,263  ",4 ,"7,200 ","1,800  ","2,900",TDB
1,24/11/2021,35.3 (0.00 %)   ,3 ,"6,700 ","2,233  ",2 ,200 ,100  ,"6,500",TDB
2,23/11/2021,37.3 (-4.36 %)   ,7 ,"1,700 ",243  ,4 ,"7,000 ","1,750  ","-5,300",TDB
3,22/11/2021,39 (0.00 %)   ,8 ,"18,400 ","2,300  ",4 ,"7,200 ","1,800  ","11,200",TDB
4,19/11/2021,39 (-7.14 %)   ,6 ,"22,800 ","3,800  ",5 ,"7,400 ","1,480  ","15,400",TDB
5,18/11/2021,42 (14.13 %)   ,4 ,"4,600 ","1,150  ",4 ,900 ,225  ,"3,700",TDB
6,17/11/2021,36.8 (15.00 %)   ,4 ,"9,200 ","2,300  ",1 ,100 ,100  ,"9,100",TDB
7,16/11/2021,32 (0.00 %)   ,2 ,"2,500 ","1,250  ",0 ,0 ,NaN  ,"2,500",TDB
8,15/11/2021,32 (0.00 %)   ,2 ,"20,200 ","10,100  ",0 ,0 ,NaN  ,"20,200",TDB
9,12/11/2021,32 (0.00 %)   ,5 ,"7,600 ","1,520  ",0 ,0 ,NaN  ,"7,600",TDB
10,11/11/2021,32 (0.00 %)   ,3 ,"5,000 ","1,667  ",0 ,0 ,NaN  ,"5,000",TDB
11,10/11/2021,32 (0.00 %)   ,2 ,"10,500 ","5,250  ",0 ,0 ,NaN  ,"10,500",TDB
12,09/11/2021,32 (0.00 %)   ,3 ,"21,100 ","7,033  ",0 ,0 ,NaN  ,"21,100",TDB
13,08/11/2021,32 (0.00 %)   ,4 ,"11,500 ","2,875  ",0 ,0 ,NaN  ,"11,500",TDB
14,05/11/2021,32 (0.00 %)   ,4 ,"6,000 ","1,500  ",0 ,0 ,NaN  ,"6,000",TDB
15,04/11/2021,32 (0.00 %)   ,4 ,"5,700 ","1,425  ",0 ,0 ,NaN  ,"5,700",TDB
16,03/11/2021,32 (0.00 %)   ,4 ,"15,200 ","3,800  ",0 ,0 ,NaN  ,"15,200",TDB
17,02/11/2021,32 (0.00 %)   ,5 ,"1,800 ",360  ,0 ,0 ,NaN  ,"1,800",TDB
18,01/11/2021,32 (0.00 %)   ,4 ,"5,300 ","1,325  ",0 ,0 ,NaN  ,"5,300",TDB
19,29/10/2021,32 (0.00 %)   ,4 ,"13,000 ","3,250  ",0 ,0 ,NaN  ,"13,000",TDB
0,28/10/2021,32 (0.00 %)   ,4 ,"6,300 ","1,575  ",0 ,0 ,NaN  ,"6,300",TDB
1,27/10/2021,32 (0.00 %)   ,2 ,"11,700 ","5,850  ",0 ,0 ,NaN  ,"11,700",TDB
2,26/10/2021,32 (0.00 %)   ,6 ,"6,800 ","1,133  ",0 ,0 ,NaN  ,"6,800",TDB
3,25/10/2021,32 (0.00 %)   ,12 ,"28,600 ","2,383  ",0 ,0 ,NaN  ,"28,600",TDB
4,22/10/2021,32 (-14.89 %)   ,12 ,"17,600 ","1,467  ",2 ,"2,100 ","1,050  ","15,500",TDB
5,21/10/2021,37.6 (0.00 %)   ,1 ,"1,500 ","1,500  ",0 ,0 ,NaN  ,"1,500",TDB
6,20/10/2021,37.6 (4.16 %)   ,8 ,"7,500 ",938  ,2 ,500 ,250  ,"7,000",TDB
7,19/10/2021,36.1 (-12.38 %)   ,9 ,"11,800 ","1,311  ",4 ,"6,900 ","1,725  ","4,900",TDB
8,18/10/2021,41.2 (0.00 %)   ,4 ,"2,200 ",550  ,2 ,"6,700 ","3,350  ","-4,500",TDB
9,15/10/2021,41.2 (0.00 %)   ,3 ,"24,700 ","8,233  ",1 ,200 ,200  ,"24,500",TDB
10,14/10/2021,41.2 (0.00 %)   ,4 ,"30,200 ","7,550  ",1 ,300 ,300  ,"29,900",TDB
11,13/10/2021,41.2 (0.00 %)   ,9 ,"20,800 ","2,311  ",1 ,300 ,300  ,"20,500",TDB
12,12/10/2021,41.2 (0.00 %)   ,3 ,"15,500 ","5,167  ",1 ,300 ,300  ,"15,200",TDB
13,11/10/2021,41.2 (0.00 %)   ,4 ,"15,600 ","3,900  ",2 ,400 ,200  ,"15,200",TDB
14,08/10/2021,41.2 (0.00 %)   ,5 ,"15,800 ","3,160  ",1 ,300 ,300  ,"15,500",TDB
15,07/10/2021,41.2 (0.00 %)   ,6 ,"6,500 ","1,083  ",2 ,400 ,200  ,"6,100",TDB
16,06/10/2021,42 (12.90 %)   ,17 ,"15,600 ",918  ,14 ,"80,100 ","5,721  ","-64,500",TDB
17,05/10/2021,37.2 (5.68 %)   ,3 ,"6,200 ","2,067  ",1 ,100 ,100  ,"6,100",TDB
18,04/10/2021,35.2 (0.00 %)   ,5 ,"9,500 ","1,900  ",2 ,"70,500 ","35,250  ","-61,000",TDB
19,01/10/2021,35.2 (0.00 %)   ,5 ,"12,100 ","2,420  ",1 ,100 ,100  ,"12,000",TDB
0,30/09/2021,35.2 (-10.20 %)   ,4 ,"10,400 ","2,600  ",3 ,400 ,133  ,"10,000",TDB
1,29/09/2021,39.6 (3.94 %)   ,6 ,"2,800 ",467  ,5 ,700 ,140  ,"2,100",TDB
2,28/09/2021,38.5 (2.67 %)   ,5 ,"6,100 ","1,220  ",4 ,"1,100 ",275  ,"5,000",TDB
3,27/09/2021,37.5 (0.54 %)   ,8 ,"9,800 ","1,225  ",2 ,400 ,200  ,"9,400",TDB
4,24/09/2021,37 (-2.63 %)   ,9 ,"5,900 ",656  ,2 ,"2,400 ","1,200  ","3,500",TDB
5,23/09/2021,38 (1.06 %)   ,5 ,"2,800 ",560  ,3 ,500 ,167  ,"2,300",TDB
6,22/09/2021,37.6 (0.00 %)   ,3 ,"1,700 ",567  ,2 ,400 ,200  ,"1,300",TDB
7,21/09/2021,37.6 (-0.53 %)   ,7 ,"3,300 ",471  ,4 ,900 ,225  ,"2,400",TDB
8,20/09/2021,37.6 (0.27 %)   ,8 ,"5,400 ",675  ,3 ,400 ,133  ,"5,000",TDB
9,17/09/2021,37.5 (0.00 %)   ,6 ,"6,200 ","1,033  ",4 ,"4,900 ","1,225  ","1,300",TDB
10,16/09/2021,37.5 (0.00 %)   ,4 ,"3,900 ",975  ,1 ,"3,900 ","3,900  ",0,TDB
11,15/09/2021,37.5 (0.00 %)   ,4 ,"2,098 ",525  ,0 ,0 ,NaN  ,"2,098",TDB
12,14/09/2021,37.5 (0.00 %)   ,4 ,"5,400 ","1,350  ",0 ,0 ,NaN  ,"5,400",TDB
13,13/09/2021,37.5 (0.00 %)   ,10 ,"19,600 ","1,960  ",1 ,"5,000 ","5,000  ","14,600",TDB
14,10/09/2021,37.5 (0.00 %)   ,5 ,"21,500 ","4,300  ",1 ,400 ,400  ,"21,100",TDB
15,09/09/2021,37.5 (0.00 %)   ,4 ,"7,300 ","1,825  ",1 ,400 ,400  ,"6,900",TDB
16,08/09/2021,37.5 (0.00 %)   ,6 ,"22,400 ","3,733  ",2 ,"5,400 ","2,700  ","17,000",TDB
17,07/09/2021,38.5 (0.00 %)   ,3 ,"2,100 ",700  ,1 ,400 ,400  ,"1,700",TDB
18,06/09/2021,38.5 (0.00 %)   ,3 ,"1,400 ",467  ,1 ,"3,900 ","3,900  ","-2,500",TDB
19,01/09/2021,38.5 (0.00 %)   ,1 ,"10,000 ","10,000  ",1 ,400 ,400  ,"9,600",TDB
0,31/08/2021,38.5 (0.00 %)   ,2 ,"5,700 ","2,850  ",2 ,"3,900 ","1,950  ","1,800",TDB
1,30/08/2021,38.5 (2.67 %)   ,7 ,"7,400 ","1,057  ",3 ,"4,300 ","1,433  ","3,100",TDB
2,27/08/2021,37.5 (0.00 %)   ,2 ,"5,200 ","2,600  ",1 ,"3,500 ","3,500  ","1,700",TDB
3,26/08/2021,37.5 (0.00 %)   ,5 ,"7,200 ","1,440  ",1 ,"3,500 ","3,500  ","3,700",TDB
4,25/08/2021,37 (8.19 %)   ,9 ,"12,600 ","1,400  ",4 ,"1,200 ",300  ,"11,400",TDB
5,24/08/2021,34.2 (0.00 %)   ,6 ,"38,900 ","6,483  ",0 ,0 ,NaN  ,"38,900",TDB
6,23/08/2021,34.2 (0.00 %)   ,7 ,"18,800 ","2,686  ",1 ,100 ,100  ,"18,700",TDB
7,20/08/2021,34.2 (0.00 %)   ,6 ,"10,600 ","1,767  ",1 ,100 ,100  ,"10,500",TDB
8,19/08/2021,34.2 (0.00 %)   ,10 ,"11,800 ","1,180  ",0 ,0 ,NaN  ,"11,800",TDB
9,18/08/2021,36 (-5.26 %)   ,10 ,"18,700 ","1,870  ",4 ,"3,900 ",975  ,"14,800",TDB
10,17/08/2021,38 (0.00 %)   ,5 ,"21,700 ","4,340  ",3 ,700 ,233  ,"21,000",TDB
11,16/08/2021,38 (0.00 %)   ,7 ,"17,800 ","2,543  ",2 ,300 ,150  ,"17,500",TDB
12,13/08/2021,38 (0.26 %)   ,6 ,"4,000 ",667  ,4 ,"3,100 ",775  ,900,TDB
13,12/08/2021,38 (5.56 %)   ,5 ,"36,100 ","7,220  ",4 ,"21,500 ","5,375  ","14,600",TDB
14,11/08/2021,36 (0.00 %)   ,7 ,"21,500 ","3,071  ",5 ,"18,900 ","3,780  ","2,600",TDB
15,10/08/2021,36 (0.00 %)   ,5 ,"16,100 ","3,220  ",2 ,"18,500 ","9,250  ","-2,400",TDB
16,09/08/2021,36 (0.00 %)   ,4 ,"10,500 ","2,625  ",2 ,"18,400 ","9,200  ","-7,900",TDB
17,06/08/2021,36 (0.00 %)   ,3 ,"6,000 ","2,000  ",3 ,"18,600 ","6,200  ","-12,600",TDB
18,05/08/2021,36 (0.00 %)   ,5 ,"21,800 ","4,360  ",1 ,100 ,100  ,"21,700",TDB
19,04/08/2021,36 (0.00 %)   ,2 ,"5,900 ","2,950  ",2 ,200 ,100  ,"5,700",TDB
0,03/08/2021,36 (1.98 %)   ,7 ,"8,600 ","1,229  ",7 ,"3,100 ",443  ,"5,500",TDB
1,02/08/2021,35.3 (0.00 %)   ,5 ,"7,800 ","1,560  ",3 ,"2,100 ",700  ,"5,700",TDB
2,30/07/2021,35.2 (-1.68 %)   ,5 ,"3,200 ",640  ,5 ,"4,400 ",880  ,"-1,200",TDB
3,29/07/2021,35.8 (0.00 %)   ,5 ,"1,900 ",380  ,5 ,"3,100 ",620  ,"-1,200",TDB
4,28/07/2021,35.8 (0.00 %)   ,3 ,"6,200 ","2,067  ",5 ,"5,300 ","1,060  ",900,TDB
5,27/07/2021,35.8 (0.00 %)   ,4 ,"6,200 ","1,550  ",4 ,"5,300 ","1,325  ",900,TDB
6,26/07/2021,35.8 (0.00 %)   ,3 ,"6,200 ","2,067  ",4 ,"3,300 ",825  ,"2,900",TDB
7,23/07/2021,35.8 (0.00 %)   ,4 ,"6,500 ","1,625  ",5 ,"8,300 ","1,660  ","-1,800",TDB
8,22/07/2021,35.8 (0.00 %)   ,3 ,"5,900 ","1,967  ",4 ,"2,600 ",650  ,"3,300",TDB
9,21/07/2021,35.8 (0.00 %)   ,5 ,"11,100 ","2,220  ",3 ,"5,200 ","1,733  ","5,900",TDB
10,20/07/2021,35.8 (0.00 %)   ,4 ,"7,000 ","1,750  ",3 ,"3,500 ","1,167  ","3,500",TDB
11,19/07/2021,35.8 (0.00 %)   ,4 ,"7,400 ","1,850  ",3 ,"5,200 ","1,733  ","2,200",TDB
12,16/07/2021,35.8 (0.00 %)   ,2 ,"5,900 ","2,950  ",3 ,"5,000 ","1,667  ",900,TDB
13,15/07/2021,35.8 (0.00 %)   ,3 ,"6,400 ","2,133  ",4 ,"5,300 ","1,325  ","1,100",TDB
14,14/07/2021,35.8 (0.00 %)   ,4 ,"6,500 ","1,625  ",4 ,"5,300 ","1,325  ","1,200",TDB
15,13/07/2021,35.8 (0.00 %)   ,3 ,"6,400 ","2,133  ",3 ,"4,600 ","1,533  ","1,800",TDB
